#virusTaxid	nucleic1	nucleic2	order	family	subfamily	genus	specie	name
10804	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Dependoparvovirus	Adeno-associated dependoparvovirus A	Adeno-associated virus - 2
46350	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Dependoparvovirus	Adeno-associated dependoparvovirus A	Adeno-associated virus - 3
57579	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Dependoparvovirus	Adeno-associated dependoparvovirus A	Adeno-associated virus - 4
82300	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Dependoparvovirus	Adeno-associated dependoparvovirus B	Adeno-associated virus - 5
68558	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Dependoparvovirus	Adeno-associated virus - 1	Adeno-associated virus - 6
68742	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Dependoparvovirus	Adeno-associated virus - 3	Adeno-associated virus 3B
335103	RNA	dsRNA	nan	Reoviridae	Sedoreovirinae	Rotavirus	Rotavirus H	Adult diarrheal rotavirus strain J19
338079	RETRO	retro-RNA	nan	Retroviridae	Spumaretrovirinae	Spumavirus	nan	African green monkey simian foamy virus
1313215	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Kobuvirus	Aichivirus A	Aichi virus 1
172148	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Kyasanur forest disease virus	Alkhumra hemorrhagic fever virus
333767	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	nan	Alphapapillomavirus 3
337043	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	nan	Alphapapillomavirus 4
337042	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	nan	Alphapapillomavirus 7
568715	RNA	(+)ssRNA	nan	Astroviridae	nan	nan	nan	Astrovirus MLB1
858367	RNA	(+)ssRNA	nan	Astroviridae	nan	nan	Astrovirus MLB1	Astrovirus MLB1 HK05
683172	RNA	(+)ssRNA	nan	Astroviridae	nan	nan	nan	Astrovirus MLB2
1247114	RNA	(+)ssRNA	nan	Astroviridae	nan	nan	nan	Astrovirus MLB3
767521	RNA	(+)ssRNA	nan	Astroviridae	nan	nan	Astrovirus VA1	Astrovirus SG
645687	RNA	(+)ssRNA	nan	Astroviridae	nan	nan	nan	Astrovirus VA1
683174	RNA	(+)ssRNA	nan	Astroviridae	nan	nan	nan	Astrovirus VA3
1247113	RNA	(+)ssRNA	nan	Astroviridae	nan	nan	nan	Astrovirus VA4
90961	RNA	(-)ssRNA	Mononegavirales	Rhabdoviridae	nan	Lyssavirus	nan	Australian bat lyssavirus
649604	RNA	dsRNA	nan	Reoviridae	Sedoreovirinae	Seadornavirus	Banna virus	Banna virus strain JKT-6423
11020	RNA	(+)ssRNA	nan	Togaviridae	nan	Alphavirus	nan	Barmah Forest virus
341053	RNA	(-)ssRNA	Mononegavirales	Paramyxoviridae	Paramyxovirinae	nan	nan	Beilong virus
1263720	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Betacoronavirus	Middle East respiratory syndrome coronavirus	Betacoronavirus England 1
10629	DNA	dsDNA	nan	Polyomaviridae	nan	Polyomavirus	nan	BK polyomavirus
1391667	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	nan	nan	Bufavirus-3
565995	RNA	(-)ssRNA	Mononegavirales	Filoviridae	nan	Ebolavirus	nan	Bundibugyo virus
35304	RNA	(-)ssRNA	nan	Bunyaviridae	nan	Orthobunyavirus	nan	Bunyamwera virus
629725	RNA	(-)ssRNA	nan	Bunyaviridae	nan	Phlebovirus	nan	Candiru virus
10317	DNA	dsDNA	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	nan	Cercopithecine herpesvirus 2
50292	DNA	dsDNA	Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	nan	Cercopithecine herpesvirus 5
11272	RNA	(-)ssRNA	Mononegavirales	Rhabdoviridae	nan	Vesiculovirus	nan	Chandipura virus
499556	RNA	(-)ssRNA	nan	Arenaviridae	nan	Mammarenavirus	nan	Chapare mammarenavirus
99565	RNA	(+)ssRNA	nan	Caliciviridae	nan	Norovirus	Norwalk virus	Chiba virus
37124	RNA	(+)ssRNA	nan	Togaviridae	nan	Alphavirus	nan	Chikungunya virus
1346815	DNA	ssDNA	nan	nan	nan	nan	Circo-like virus-Brazil	Circo-like virus-Brazil hs1
1346816	DNA	ssDNA	nan	nan	nan	nan	Circo-like virus-Brazil	Circo-like virus-Brazil hs2
46839	RNA	dsRNA	nan	Reoviridae	Spinareovirinae	Coltivirus	nan	Colorado tick fever virus
1330491	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Cosavirus	nan	Cosavirus A
1582094	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Cosavirus	unclassified Cosavirus	Cosavirus JMY-2014
10243	DNA	dsDNA	nan	Poxviridae	Chordopoxvirinae	Orthopoxvirus	nan	Cowpox virus
42779	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus C	Coxsackievirus A1
42769	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A	Coxsackievirus A10
42770	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus C	Coxsackievirus A11
42771	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A	Coxsackievirus A12
42772	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus C	Coxsackievirus A13
42773	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A	Coxsackievirus A14
42775	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus C	Coxsackievirus A17
42776	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus C	Coxsackievirus A18
33757	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A	Coxsackievirus A2
42782	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus C	Coxsackievirus A20
42783	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus C	Coxsackievirus A22
42785	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A	Coxsackievirus A4
42786	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A	Coxsackievirus A5
86107	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A	Coxsackievirus A6
42788	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A	Coxsackievirus A8
82639	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Coxsackievirus B2
12073	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Coxsackievirus B4
12074	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Coxsackievirus B5
74561	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Coxsackievirus B6
11593	RNA	(-)ssRNA	nan	Bunyaviridae	nan	Nairovirus	nan	Crimean-Congo hemorrhagic fever virus
742922	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Cyclovirus NG12
742923	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Cyclovirus NG14
742915	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Cyclovirus PK5006
742916	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Cyclovirus PK5034
742917	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Cyclovirus PK5222
742918	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Cyclovirus PK5510
742919	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Cyclovirus PK6197
742925	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Cyclovirus TN18
742924	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Cyclovirus TN25
1348500	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Cyclovirus VN
12637	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Dengue virus group	Dengue virus
11053	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Dengue virus	Dengue virus 1
11060	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Dengue virus	Dengue virus 2
11069	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Dengue virus	Dengue virus 3
11070	RNA	(+)ssRNA	nan	Flaviviridae	nan	Flavivirus	Dengue virus	Dengue virus 4
11595	RNA	(-)ssRNA	nan	Bunyaviridae	nan	Nairovirus	nan	Dugbe virus
38767	RNA	(-)ssRNA	Mononegavirales	Rhabdoviridae	nan	Lyssavirus	nan	Duvenhage virus
11021	RNA	(+)ssRNA	nan	Togaviridae	nan	Alphavirus	nan	Eastern equine encephalitis virus
128952	RNA	(-)ssRNA	Mononegavirales	Filoviridae	nan	Ebolavirus	Ebola virus	Ebola virus - Mayinga, Zaire, 1976
103914	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Echovirus E9	Echovirus 9 strain Barty
103915	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Echovirus E9	Echovirus 9 strain Hill
12078	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E11
35293	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E12
47501	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E13
47502	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E14
47503	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E15
47504	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E16
47505	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E17
47506	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E18
47507	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E19
35294	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E2
47508	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E20
47509	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E21
47510	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E24
45101	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E25
47511	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E26
45999	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E27
47512	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E29
47516	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E3
41846	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E30
47513	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E31
47514	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E32
47515	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E33
35295	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E4
40280	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E5
12062	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E6
46018	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E7
12060	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Echovirus E9
1452750	DNA	dsDNA	nan	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Ectromelia virus	Ectromelia virus ERPV
12104	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Cardiovirus	Cardiovirus A	Encephalomyocarditis virus
138948	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	nan	Enterovirus A
1435148	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A	Enterovirus A120
306588	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A	Enterovirus A76
138949	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	nan	Enterovirus B
1248136	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Enterovirus B106
1442164	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	unclassified Enterovirus B	Enterovirus B111
200154	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Enterovirus B73
325446	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Enterovirus B97
138950	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	nan	Enterovirus C
1295563	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus C	Enterovirus C99
138951	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	nan	Enterovirus D
310907	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	nan	Enterovirus H
57482	RNA	(-)ssRNA	Mononegavirales	Rhabdoviridae	nan	Lyssavirus	nan	European bat lyssavirus 1
57483	RNA	(-)ssRNA	Mononegavirales	Rhabdoviridae	nan	Lyssavirus	nan	European bat lyssavirus 2
54290	RNA	(+)ssRNA	nan	Flaviviridae	nan	Pegivirus	Pegivirus A	GB virus C
1588764	DNA	ssDNA	nan	Mycodnaviridae	nan	Gemycircularvirus	Gemycircularvirus group	Gemycircularvirus SL1
204269	RNA	dsRNA	nan	Reoviridae	Sedoreovirinae	Orbivirus	nan	Great Island virus
45219	RNA	(-)ssRNA	nan	Arenaviridae	nan	Mammarenavirus	nan	Guanarito mammarenavirus
1214955	DNA	ssDNA	nan	Circoviridae	nan	Gyrovirus	unclassified Gyrovirus	Gyrovirus 4
1163715	DNA	ssDNA	nan	Circoviridae	nan	Gyrovirus	unclassified Gyrovirus	Gyrovirus GyV3
1415627	DNA	ssDNA	nan	Circoviridae	nan	Gyrovirus	unclassified Gyrovirus	Gyrovirus Tu243
1415628	DNA	ssDNA	nan	Circoviridae	nan	Gyrovirus	unclassified Gyrovirus	Gyrovirus Tu789
11599	RNA	(-)ssRNA	nan	Bunyaviridae	nan	Hantavirus	nan	Hantaan virus
93830	RNA	(-)ssRNA	nan	Bunyaviridae	nan	Hantavirus	unclassified Hantavirus	Hantavirus Z10
489460	RETRO	retro-DNA	nan	Hepadnaviridae	nan	Orthohepadnavirus	Hepatitis B virus	HBV genotype B
489466	RETRO	retro-DNA	nan	Hepadnaviridae	nan	Orthohepadnavirus	Hepatitis B virus	HBV genotype C
489483	RETRO	retro-DNA	nan	Hepadnaviridae	nan	Orthohepadnavirus	Hepatitis B virus	HBV genotype D
489493	RETRO	retro-DNA	nan	Hepadnaviridae	nan	Orthohepadnavirus	Hepatitis B virus	HBV genotype H
1052603	RETRO	retro-DNA	nan	Hepadnaviridae	nan	Orthohepadnavirus	recombinant Hepatitis B virus	HBV recombinant B/C
1052604	RETRO	retro-DNA	nan	Hepadnaviridae	nan	Orthohepadnavirus	recombinant Hepatitis B virus	HBV recombinant C/G
1216928	RNA	(-)ssRNA	nan	Bunyaviridae	nan	Phlebovirus	unclassified Phlebovirus	Heartland virus
63330	RNA	(-)ssRNA	Mononegavirales	Paramyxoviridae	Paramyxovirinae	Henipavirus	nan	Hendra virus
10407	RETRO	retro-DNA	nan	Hepadnaviridae	nan	Orthohepadnavirus	nan	Hepatitis B virus
11103	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	nan	Hepatitis C virus
356391	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus subtype 6a	Hepatitis C virus (isolate 6a33)
40271	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus	Hepatitis C virus genotype 2
356114	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus	Hepatitis C virus genotype 3
33745	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus	Hepatitis C virus genotype 4
33746	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus	Hepatitis C virus genotype 5
42182	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus	Hepatitis C virus genotype 6
31646	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 1	Hepatitis C virus subtype 1a
31647	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 1	Hepatitis C virus subtype 1b
484894	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 1	Hepatitis C virus subtype 1g
31649	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 2	Hepatitis C virus subtype 2a
31651	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 2	Hepatitis C virus subtype 2c
356466	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 2	Hepatitis C virus subtype 2k
1208063	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	unclassified Hepatitis C virus	Hepatitis C virus subtype 2k/1b
1094901	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 2	Hepatitis C virus subtype 2m
356426	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 3	Hepatitis C virus subtype 3a
42792	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 3	Hepatitis C virus subtype 3g
1094895	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 3	Hepatitis C virus subtype 3i
31653	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 4	Hepatitis C virus subtype 4a
1094899	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 4	Hepatitis C virus subtype 4g
1094898	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 4	Hepatitis C virus subtype 4L
1094900	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 4	Hepatitis C virus subtype 4m
693426	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 4	Hepatitis C virus subtype 4n
745709	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 4	Hepatitis C virus subtype 4o
693427	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 4	Hepatitis C virus subtype 4r
1208062	RNA	(+)ssRNA	nan	Flaviviridae	nan	Hepacivirus	Hepatitis C virus genotype 4	Hepatitis C virus subtype 4v
12461	RNA	(+)ssRNA	nan	Hepeviridae	nan	Hepevirus	nan	Hepatitis E virus
12092	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Hepatovirus	nan	Hepatovirus A
682382	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	unclassified Mamastrovirus	HMO Astrovirus A
397342	DNA	dsDNA	nan	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Vaccinia virus	Horsepox virus
10533	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus C	Human adenovirus 1
1461395	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus B2	Human adenovirus 11+34
343463	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus 11	Human adenovirus 11a
28282	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus A	Human adenovirus 12
10521	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus B2	Human adenovirus 14
31544	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus B1	Human adenovirus 16
46922	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 17
10528	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus A	Human adenovirus 18
28278	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 19
10515	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2
32608	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus B1	Human adenovirus 21
1521028	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus 21	Human adenovirus 21a
46924	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 22
46925	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 23
46930	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 28
260047	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus B	Human adenovirus 3+7
10529	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus A	Human adenovirus 31
10548	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus B2	Human adenovirus 34
10522	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus B2	Human adenovirus 35
46936	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 36
10524	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus F	Human adenovirus 41
46938	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 43
46941	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 46
218120	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 49
28285	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus C	Human adenovirus 5
107462	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus B	Human adenovirus 50
332179	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus G	Human adenovirus 52
651580	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 54
714978	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus B	Human adenovirus 55
880565	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	unclassified Human adenovirus D	Human adenovirus 56
980087	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 58
10534	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus C	Human adenovirus 6
1069441	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus A	Human adenovirus 61
1124795	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 63
1145295	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 64
1094363	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 65
1337398	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	unclassified Human adenovirus B	Human adenovirus 66
1101371	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 67
1096763	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus B1	Human adenovirus 68
10519	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus B1	Human adenovirus 7
1643649	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus 71
326124	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus 7	Human adenovirus 7d2
45659	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus B	Human adenovirus B3
1417598	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human adenovirus 48	Human adenovirus Chiba_E086/2012
28275	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus D10
52275	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus D37
31545	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus D	Human adenovirus D8
28280	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	Human mastadenovirus E	Human adenovirus E4
626160	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	Human astrovirus 1	Human astrovirus 1 Beijing/128/2005/CHN
626164	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	Human astrovirus 1	Human astrovirus 1 Beijing/176/2006/CHN
626180	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	Human astrovirus 1	Human astrovirus 1 Beijing/291/2007/CHN
626181	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	Human astrovirus 1	Human astrovirus 1 Beijing/293/2007/CHN
12701	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	Mamastrovirus 1	Human astrovirus 2
35300	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	Mamastrovirus 1	Human astrovirus 4
35741	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	Mamastrovirus 1	Human astrovirus 5
37130	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	Mamastrovirus 1	Human astrovirus 6
43358	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	Mamastrovirus 1	Human astrovirus 8
1518575	RNA	(+)ssRNA	nan	Astroviridae	nan	Mamastrovirus	Burkina Faso astrovirus	Human astrovirus BF34
1235996	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Betacoronavirus	Middle East respiratory syndrome coronavirus	Human betacoronavirus 2c EMC/2012
1298362	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Betacoronavirus	Middle East respiratory syndrome coronavirus	Human betacoronavirus 2c England-Qatar/2012
